dataset,model,spot_id,x,y,cell_type
osmFISH Pseudospot,ground_truth,pseudospot_y11_x17,14863.368807346178,9767.356644827489,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y11_x18,15712.70416776596,9767.356644827489,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y11_x19,16562.03952818574,9767.356644827489,Ependymal
osmFISH Pseudospot,ground_truth,pseudospot_y11_x20,17411.374888605522,9767.356644827489,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y11_x21,18260.710249025306,9767.356644827489,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y11_x22,19110.045609445086,9767.356644827489,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y11_x23,19959.38096986487,9767.356644827489,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y12_x15,13164.698086506616,10616.69200524727,Astrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y12_x16,14014.033446926396,10616.69200524727,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y12_x17,14863.368807346178,10616.69200524727,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y12_x18,15712.70416776596,10616.69200524727,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y12_x19,16562.03952818574,10616.69200524727,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y12_x21,18260.710249025306,10616.69200524727,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y12_x22,19110.045609445086,10616.69200524727,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y12_x23,19959.38096986487,10616.69200524727,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y12_x24,20808.71633028465,10616.69200524727,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y13_x15,13164.698086506616,11466.027365667052,Astrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y13_x16,14014.033446926396,11466.027365667052,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y13_x18,15712.70416776596,11466.027365667052,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y13_x19,16562.03952818574,11466.027365667052,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y13_x20,17411.374888605522,11466.027365667052,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y13_x21,18260.710249025306,11466.027365667052,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y13_x22,19110.045609445086,11466.027365667052,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y13_x23,19959.38096986487,11466.027365667052,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y13_x24,20808.71633028465,11466.027365667052,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y14_x15,13164.698086506616,12315.362726086834,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y14_x16,14014.033446926396,12315.362726086834,Astrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y14_x19,16562.03952818574,12315.362726086834,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y14_x20,17411.374888605522,12315.362726086834,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y14_x21,18260.710249025306,12315.362726086834,Ependymal
osmFISH Pseudospot,ground_truth,pseudospot_y14_x22,19110.045609445086,12315.362726086834,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y14_x23,19959.38096986487,12315.362726086834,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y14_x24,20808.71633028465,12315.362726086834,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y15_x15,13164.698086506616,13164.698086506616,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y15_x19,16562.03952818574,13164.698086506616,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y15_x20,17411.374888605522,13164.698086506616,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y15_x21,18260.710249025306,13164.698086506616,Ependymal
osmFISH Pseudospot,ground_truth,pseudospot_y15_x22,19110.045609445086,13164.698086506616,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y15_x23,19959.38096986487,13164.698086506616,Astrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y16_x18,15712.70416776596,14014.033446926396,Astrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y16_x19,16562.03952818574,14014.033446926396,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y16_x20,17411.374888605522,14014.033446926396,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y16_x21,18260.710249025306,14014.033446926396,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y16_x22,19110.045609445086,14014.033446926396,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y16_x23,19959.38096986487,14014.033446926396,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y17_x20,17411.374888605522,14863.368807346178,Astrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y17_x21,18260.710249025306,14863.368807346178,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y17_x22,19110.045609445086,14863.368807346178,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y17_x23,19959.38096986487,14863.368807346178,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y18_x15,13164.698086506616,15712.70416776596,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y18_x16,14014.033446926396,15712.70416776596,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y18_x19,16562.03952818574,15712.70416776596,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y18_x20,17411.374888605522,15712.70416776596,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y18_x21,18260.710249025306,15712.70416776596,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y18_x23,19959.38096986487,15712.70416776596,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y19_x15,13164.698086506616,16562.03952818574,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y19_x16,14014.033446926396,16562.03952818574,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y19_x18,15712.70416776596,16562.03952818574,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y19_x19,16562.03952818574,16562.03952818574,Ependymal
osmFISH Pseudospot,ground_truth,pseudospot_y19_x20,17411.374888605522,16562.03952818574,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y19_x21,18260.710249025306,16562.03952818574,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y19_x22,19110.045609445086,16562.03952818574,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y19_x23,19959.38096986487,16562.03952818574,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y19_x24,20808.71633028465,16562.03952818574,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y20_x15,13164.698086506616,17411.374888605522,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y20_x16,14014.033446926396,17411.374888605522,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y20_x17,14863.368807346178,17411.374888605522,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y20_x18,15712.70416776596,17411.374888605522,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y20_x19,16562.03952818574,17411.374888605522,Ependymal
osmFISH Pseudospot,ground_truth,pseudospot_y20_x20,17411.374888605522,17411.374888605522,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y20_x21,18260.710249025306,17411.374888605522,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y20_x22,19110.045609445086,17411.374888605522,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y20_x23,19959.38096986487,17411.374888605522,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y20_x24,20808.71633028465,17411.374888605522,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y21_x15,13164.698086506616,18260.710249025306,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y21_x18,15712.70416776596,18260.710249025306,Ependymal
osmFISH Pseudospot,ground_truth,pseudospot_y21_x19,16562.03952818574,18260.710249025306,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y21_x20,17411.374888605522,18260.710249025306,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y21_x22,19110.045609445086,18260.710249025306,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y21_x23,19959.38096986487,18260.710249025306,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y21_x24,20808.71633028465,18260.710249025306,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y22_x18,15712.70416776596,19110.045609445086,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y22_x19,16562.03952818574,19110.045609445086,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y22_x20,17411.374888605522,19110.045609445086,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y22_x21,18260.710249025306,19110.045609445086,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y22_x22,19110.045609445086,19110.045609445086,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y22_x23,19959.38096986487,19110.045609445086,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y22_x24,20808.71633028465,19110.045609445086,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y23_x12,10616.69200524727,19959.38096986487,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y23_x13,11466.027365667052,19959.38096986487,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y23_x14,12315.362726086834,19959.38096986487,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y23_x15,13164.698086506616,19959.38096986487,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y23_x16,14014.033446926396,19959.38096986487,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y23_x17,14863.368807346178,19959.38096986487,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y23_x18,15712.70416776596,19959.38096986487,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y23_x19,16562.03952818574,19959.38096986487,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y23_x21,18260.710249025306,19959.38096986487,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y24_x13,11466.027365667052,20808.71633028465,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y24_x15,13164.698086506616,20808.71633028465,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y24_x16,14014.033446926396,20808.71633028465,Ependymal
osmFISH Pseudospot,ground_truth,pseudospot_y24_x17,14863.368807346178,20808.71633028465,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y24_x18,15712.70416776596,20808.71633028465,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y24_x19,16562.03952818574,20808.71633028465,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y24_x20,17411.374888605522,20808.71633028465,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y24_x21,18260.710249025306,20808.71633028465,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y25_x10,8918.021284407707,21658.051690704433,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y25_x11,9767.356644827489,21658.051690704433,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y25_x12,10616.69200524727,21658.051690704433,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y25_x13,11466.027365667052,21658.051690704433,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y25_x15,13164.698086506616,21658.051690704433,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y25_x16,14014.033446926396,21658.051690704433,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y25_x17,14863.368807346178,21658.051690704433,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y25_x18,15712.70416776596,21658.051690704433,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y25_x19,16562.03952818574,21658.051690704433,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y25_x20,17411.374888605522,21658.051690704433,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y25_x21,18260.710249025306,21658.051690704433,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y25_x22,19110.045609445086,21658.051690704433,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y26_x10,8918.021284407707,22507.387051124213,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y26_x11,9767.356644827489,22507.387051124213,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y26_x12,10616.69200524727,22507.387051124213,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y26_x14,12315.362726086834,22507.387051124213,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y26_x15,13164.698086506616,22507.387051124213,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y26_x16,14014.033446926396,22507.387051124213,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y26_x17,14863.368807346178,22507.387051124213,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y26_x19,16562.03952818574,22507.387051124213,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y26_x20,17411.374888605522,22507.387051124213,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y26_x21,18260.710249025306,22507.387051124213,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y27_x9,8068.685923987926,23356.722411543997,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y27_x10,8918.021284407707,23356.722411543997,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y27_x11,9767.356644827489,23356.722411543997,Other
osmFISH Pseudospot,ground_truth,pseudospot_y27_x14,12315.362726086834,23356.722411543997,Ependymal
osmFISH Pseudospot,ground_truth,pseudospot_y27_x15,13164.698086506616,23356.722411543997,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y27_x16,14014.033446926396,23356.722411543997,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y27_x17,14863.368807346178,23356.722411543997,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y27_x18,15712.70416776596,23356.722411543997,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y27_x19,16562.03952818574,23356.722411543997,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y27_x20,17411.374888605522,23356.722411543997,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y27_x21,18260.710249025306,23356.722411543997,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y28_x6,5520.67984272858,24206.057771963777,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y28_x8,7219.350563568144,24206.057771963777,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y28_x9,8068.685923987926,24206.057771963777,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y28_x10,8918.021284407707,24206.057771963777,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y28_x12,10616.69200524727,24206.057771963777,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y28_x13,11466.027365667052,24206.057771963777,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y28_x14,12315.362726086834,24206.057771963777,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y28_x15,13164.698086506616,24206.057771963777,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y28_x16,14014.033446926396,24206.057771963777,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y28_x17,14863.368807346178,24206.057771963777,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y28_x18,15712.70416776596,24206.057771963777,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y28_x19,16562.03952818574,24206.057771963777,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y28_x20,17411.374888605522,24206.057771963777,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y28_x21,18260.710249025306,24206.057771963777,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y29_x2,2123.338401049454,25055.393132383557,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y29_x4,3822.0091218890175,25055.393132383557,Astrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y29_x5,4671.344482308799,25055.393132383557,Astrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y29_x6,5520.67984272858,25055.393132383557,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y29_x7,6370.015203148362,25055.393132383557,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y29_x8,7219.350563568144,25055.393132383557,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y29_x9,8068.685923987926,25055.393132383557,Hippocampus_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y29_x11,9767.356644827489,25055.393132383557,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y29_x12,10616.69200524727,25055.393132383557,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y29_x13,11466.027365667052,25055.393132383557,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y29_x14,12315.362726086834,25055.393132383557,Endothelial
osmFISH Pseudospot,ground_truth,pseudospot_y29_x15,13164.698086506616,25055.393132383557,Interneuron
osmFISH Pseudospot,ground_truth,pseudospot_y29_x16,14014.033446926396,25055.393132383557,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y29_x17,14863.368807346178,25055.393132383557,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y29_x18,15712.70416776596,25055.393132383557,S1_Excitatory
osmFISH Pseudospot,ground_truth,pseudospot_y29_x19,16562.03952818574,25055.393132383557,Oligodendrocyte
osmFISH Pseudospot,ground_truth,pseudospot_y29_x20,17411.374888605522,25055.393132383557,S1_Excitatory
